     0.00000     0.00000
     0.02000     0.00000
     0.04000     0.00000
     0.06000     0.00000
     0.08000     0.00000
     0.10000     0.00001
     0.12000     0.00002
     0.14000     0.00006
     0.16000     0.00015
     0.18000     0.00035
     0.20000     0.00077
     0.22000     0.00159
     0.24000     0.00312
     0.26000     0.00582
     0.28000     0.01027
     0.30000     0.01723
     0.32000     0.02746
     0.34000     0.04161
     0.36000     0.05997
     0.38000     0.08225
     0.40000     0.10739
     0.42000     0.13352
     0.44000     0.15812
     0.46000     0.17840
     0.48000     0.19178
     0.50000     0.19646
     0.52000     0.19178
     0.54000     0.17840
     0.56000     0.15812
     0.58000     0.13352
     0.60000     0.10739
     0.62000     0.08225
     0.64000     0.05997
     0.66000     0.04161
     0.68000     0.02746
     0.70000     0.01723
     0.72000     0.01027
     0.74000     0.00582
     0.76000     0.00312
     0.78000     0.00159
     0.80000     0.00077
     0.82000     0.00035
     0.84000     0.00015
     0.86000     0.00006
     0.88000     0.00002
     0.90000     0.00001
     0.92000     0.00000
     0.94000     0.00000
     0.96000     0.00000
     0.98000     0.00000
     1.00000     0.00000
 
 
     0.00000     0.00000
     0.02000     0.00008
     0.04000     0.00018
     0.06000     0.00034
     0.08000     0.00058
     0.10000     0.00098
     0.12000     0.00160
     0.14000     0.00254
     0.16000     0.00393
     0.18000     0.00593
     0.20000     0.00871
     0.22000     0.01249
     0.24000     0.01744
     0.26000     0.02376
     0.28000     0.03157
     0.30000     0.04091
     0.32000     0.05170
     0.34000     0.06374
     0.36000     0.07667
     0.38000     0.08996
     0.40000     0.10298
     0.42000     0.11501
     0.44000     0.12534
     0.46000     0.13327
     0.48000     0.13827
     0.50000     0.13998
     0.52000     0.13827
     0.54000     0.13327
     0.56000     0.12534
     0.58000     0.11501
     0.60000     0.10298
     0.62000     0.08996
     0.64000     0.07667
     0.66000     0.06374
     0.68000     0.05170
     0.70000     0.04091
     0.72000     0.03157
     0.74000     0.02376
     0.76000     0.01744
     0.78000     0.01249
     0.80000     0.00871
     0.82000     0.00593
     0.84000     0.00393
     0.86000     0.00254
     0.88000     0.00160
     0.90000     0.00098
     0.92000     0.00058
     0.94000     0.00034
     0.96000     0.00018
     0.98000     0.00008
     1.00000     0.00000
 
 
     0.00000     0.00000
     0.02000     0.00055
     0.04000     0.00116
     0.06000     0.00192
     0.08000     0.00288
     0.10000     0.00413
     0.12000     0.00576
     0.14000     0.00786
     0.16000     0.01052
     0.18000     0.01384
     0.20000     0.01789
     0.22000     0.02275
     0.24000     0.02843
     0.26000     0.03496
     0.28000     0.04227
     0.30000     0.05026
     0.32000     0.05879
     0.34000     0.06764
     0.36000     0.07654
     0.38000     0.08519
     0.40000     0.09327
     0.42000     0.10044
     0.44000     0.10640
     0.46000     0.11087
     0.48000     0.11364
     0.50000     0.11458
     0.52000     0.11364
     0.54000     0.11087
     0.56000     0.10640
