     0.00000     0.00000     0.38217
     0.03000     0.00000     0.39186
     0.06000     0.00000     0.41356
     0.09000     0.00000     0.43529
     0.12000     0.00000     0.45657
     0.15000     0.00000     0.47722
     0.18000     0.00000     0.49708
     0.21000     0.00000     0.51596
     0.24000     0.00000     0.53370
     0.27000     0.00000     0.55013
     0.30000     0.00000     0.56508
     0.33000     0.00000     0.57842
     0.36000     0.00000     0.58999
     0.39000     0.00000     0.59968
     0.42000     0.00000     0.60738
     0.45000     0.00000     0.61300
     0.48000     0.00000     0.61648
     0.51000     0.00000     0.61776
     0.54000     0.00000     0.61682
     0.57000     0.00000     0.61367
     0.60000     0.00000     0.60832
     0.63000     0.00000     0.60083
     0.66000     0.00000     0.59127
     0.69000     0.00000     0.57973
     0.72000     0.00000     0.56633
     0.75000     0.00000     0.55119
     0.78000     0.00000     0.53448
     0.81000     0.00000     0.51636
     0.84000     0.00000     0.49700
     0.87000     0.00000     0.47659
     0.90000     0.00000     0.45531
     0.93000     0.00000     0.43337
     0.96000     0.00000     0.41096
     0.99000     0.00000     0.38826
 
     0.00000     0.03000     0.39186
     0.03000     0.03000     0.40155
     0.06000     0.03000     0.42349
     0.09000     0.03000     0.44545
     0.12000     0.03000     0.46694
     0.15000     0.03000     0.48778
     0.18000     0.03000     0.50779
     0.21000     0.03000     0.52682
     0.24000     0.03000     0.54468
     0.27000     0.03000     0.56120
     0.30000     0.03000     0.57625
     0.33000     0.03000     0.58965
     0.36000     0.03000     0.60129
     0.39000     0.03000     0.61103
     0.42000     0.03000     0.61877
     0.45000     0.03000     0.62443
     0.48000     0.03000     0.62793
     0.51000     0.03000     0.62923
     0.54000     0.03000     0.62831
     0.57000     0.03000     0.62517
     0.60000     0.03000     0.61983
     0.63000     0.03000     0.61233
     0.66000     0.03000     0.60275
     0.69000     0.03000     0.59118
     0.72000     0.03000     0.57774
     0.75000     0.03000     0.56254
     0.78000     0.03000     0.54575
     0.81000     0.03000     0.52752
     0.84000     0.03000     0.50803
     0.87000     0.03000     0.48746
     0.90000     0.03000     0.46600
     0.93000     0.03000     0.44385
     0.96000     0.03000     0.42118
     0.99000     0.03000     0.39820
 
     0.00000     0.06000     0.41356
     0.03000     0.06000     0.42349
     0.06000     0.06000     0.44652
     0.09000     0.06000     0.46962
     0.12000     0.06000     0.49221
     0.15000     0.06000     0.51412
     0.18000     0.06000     0.53515
     0.21000     0.06000     0.55513
     0.24000     0.06000     0.57389
     0.27000     0.06000     0.59125
     0.30000     0.06000     0.60705
     0.33000     0.06000     0.62113
     0.36000     0.06000     0.63335
     0.39000     0.06000     0.64360
     0.42000     0.06000     0.65175
     0.45000     0.06000     0.65772
     0.48000     0.06000     0.66143
     0.51000     0.06000     0.66285
     0.54000     0.06000     0.66194
     0.57000     0.06000     0.65871
     0.60000     0.06000     0.65317
     0.63000     0.06000     0.64537
     0.66000     0.06000     0.63538
     0.69000     0.06000     0.62330
     0.72000     0.06000     0.60925
     0.75000     0.06000     0.59335
     0.78000     0.06000     0.57575
     0.81000     0.06000     0.55664
     0.84000     0.06000     0.53618
     0.87000     0.06000     0.51457
     0.90000     0.06000     0.49201
     0.93000     0.06000     0.46870
