     0.00000     0.00862
     0.01250     0.00862
     0.02500     0.01097
     0.03750     0.01387
     0.05000     0.01742
     0.06250     0.02175
     0.07500     0.02698
     0.08750     0.03327
     0.10000     0.04076
     0.11250     0.04963
     0.12500     0.06005
     0.13750     0.07221
     0.15000     0.08628
     0.16250     0.10246
     0.17500     0.12092
     0.18750     0.14181
     0.20000     0.16527
     0.21250     0.19141
     0.22500     0.22031
     0.23750     0.25199
     0.25000     0.28643
     0.26250     0.32354
     0.27500     0.36319
     0.28750     0.40516
     0.30000     0.44917
     0.31250     0.49485
     0.32500     0.54179
     0.33750     0.58948
     0.35000     0.63738
     0.36250     0.68488
     0.37500     0.73134
     0.38750     0.77609
     0.40000     0.81845
     0.41250     0.85775
     0.42500     0.89334
     0.43750     0.92462
     0.45000     0.95103
     0.46250     0.97210
     0.47500     0.98746
     0.48750     0.99681
     0.50000     0.99998
     0.51250     0.99690
     0.52500     0.98765
     0.53750     0.97239
     0.55000     0.95139
     0.56250     0.92504
     0.57500     0.89382
     0.58750     0.85827
     0.60000     0.81899
     0.61250     0.77663
     0.62500     0.73188
     0.63750     0.68540
     0.65000     0.63787
     0.66250     0.58994
     0.67500     0.54220
     0.68750     0.49522
     0.70000     0.44949
     0.71250     0.40544
     0.72500     0.36343
     0.73750     0.32374
     0.75000     0.28659
     0.76250     0.25212
     0.77500     0.22041
     0.78750     0.19149
     0.80000     0.16533
     0.81250     0.14186
     0.82500     0.12096
     0.83750     0.10249
     0.85000     0.08630
     0.86250     0.07222
     0.87500     0.06006
     0.88750     0.04964
     0.90000     0.04077
     0.91250     0.03327
     0.92500     0.02699
     0.93750     0.02175
     0.95000     0.01742
     0.96250     0.01387
     0.97500     0.01097
     0.98750     0.00862
     1.00000     0.00862
 
 
     0.00000     0.00863
     0.01250     0.00862
     0.02500     0.01097
     0.03750     0.01386
     0.05000     0.01741
     0.06250     0.02173
     0.07500     0.02696
     0.08750     0.03323
     0.10000     0.04071
     0.11250     0.04956
     0.12500     0.05995
     0.13750     0.07207
     0.15000     0.08609
     0.16250     0.10220
     0.17500     0.12056
     0.18750     0.14133
     0.20000     0.16465
     0.21250     0.19061
     0.22500     0.21929
     0.23750     0.25072
     0.25000     0.28486
     0.26250     0.32164
     0.27500     0.36091
     0.28750     0.40247
     0.30000     0.44603
     0.31250     0.49127
     0.32500     0.53775
     0.33750     0.58502
     0.35000     0.63254
     0.36250     0.67971
     0.37500     0.72594
     0.38750     0.77056
     0.40000     0.81292
     0.41250     0.85237
     0.42500     0.88825
     0.43750     0.91997
     0.45000     0.94697
     0.46250     0.96878
     0.47500     0.98497
     0.48750     0.99525
     0.50000     0.99939
     0.51250     0.99732
     0.52500     0.98904
     0.53750     0.97470
